# Seed: 413563856
# Pattern: 3x3
# Search radius: 1000000
# chunkX,chunkZ,blockX,blockZ,distance
787184,-373107,12594944,-5969712,787184
-787184,56035,-12594944,896560,787184
722656,-787638,11562496,-12602208,787638
787717,636287,12603472,10180592,787717
-602746,787819,-9643936,12605104,787819
-622656,-787896,-9962496,-12606336,787896
-98289,-788136,-1572624,-12610176,788136
788356,-675566,12613696,-10809056,788356
-788489,-66309,-12615824,-1060944,788489
185871,788769,2973936,12620304,788769
789011,97058,12624176,1552928,789011
-495666,789105,-7930656,12625680,789105
-789379,527840,-12630064,8445440,789379
609460,789395,9751360,12630320,789395
789398,-702781,12630368,-11244496,789398
-789416,-217431,-12630656,-3478896,789416
678228,789667,10851648,12634672,789667
532146,-789693,8514336,-12635088,789693
789895,333483,12638320,5335728,789895
-174710,-789961,-2795360,-12639376,789961
789997,-133455,12639952,-2135280,789997
790010,158539,12640160,2536624,790010
790013,710367,12640208,11365872,790013
374725,790063,5995600,12641008,790063
84709,790348,1355344,12645568,790348
790480,352996,12647680,5647936,790480
93672,-790541,1498752,-12648656,790541
-790677,-225798,-12650832,-3612768,790677
790973,456030,12655568,7296480,790973
-349435,791098,-5590960,12657568,791098
-88304,791198,-1412864,12659168,791198
-791247,236042,-12659952,3776672,791247
791272,-46536,12660352,-744576,791272
791305,662759,12660880,10604144,791305
791437,260841,12662992,4173456,791437
791528,155630,12664448,2490080,791528
-630300,791598,-10084800,12665568,791598
462186,791755,7394976,12668080,791755
791815,290702,12669040,4651232,791815
791851,98973,12669616,1583568,791851
77575,-791897,1241200,-12670352,791897
791961,-784541,12671376,-12552656,791961
724166,791988,11586656,12671808,791988
792127,577914,12674032,9246624,792127
449308,-792167,7188928,-12674672,792167
241328,-792182,3861248,-12674912,792182
391540,792205,6264640,12675280,792205
-202213,-792269,-3235408,-12676304,792269
401607,792284,6425712,12676544,792284
-114240,792308,-1827840,12676928,792308
-392969,-792323,-6287504,-12677168,792323
792377,49242,12678032,787872,792377
792506,-486368,12680096,-7781888,792506
-555267,792605,-8884272,12681680,792605
131819,792795,2109104,12684720,792795
-792915,737370,-12686640,11797920,792915
-793064,523554,-12689024,8376864,793064
793108,456054,12689728,7296864,793108
793198,70202,12691168,1123232,793198
-793304,362822,-12692864,5805152,793304
-793307,-557616,-12692912,-8921856,793307
-342889,793376,-5486224,12694016,793376
-793470,195718,-12695520,3131488,793470
-253150,-793609,-4050400,-12697744,793609
-763039,793659,-12208624,12698544,793659
-793698,683026,-12699168,10928416,793698
391871,793848,6269936,12701568,793848
-793863,86604,-12701808,1385664,793863
793958,-679238,12703328,-10867808,793958
-793992,-647751,-12703872,-10364016,793992
-51175,794038,-818800,12704608,794038
282620,-794043,4521920,-12704688,794043
-794385,349556,-12710160,5592896,794385
562960,794448,9007360,12711168,794448
-794536,766972,-12712576,12271552,794536
537306,-794598,8596896,-12713568,794598
653502,-794614,10456032,-12713824,794614
199254,794832,3188064,12717312,794832
-795071,150418,-12721136,2406688,795071
13965,795095,223440,12721520,795095
795102,-657113,12721632,-10513808,795102
783043,-795240,12528688,-12723840,795240
795392,-333280,12726272,-5332480,795392
795536,-402287,12728576,-6436592,795536
-244818,795550,-3917088,12728800,795550
65308,-795842,1044928,-12733472,795842
-659789,-795867,-10556624,-12733872,795867
429366,-795966,6869856,-12735456,795966
286451,-796067,4583216,-12737072,796067
796278,225462,12740448,3607392,796278
-479469,-796363,-7671504,-12741808,796363
186591,-796371,2985456,-12741936,796371
796469,659960,12743504,10559360,796469
521346,796554,8341536,12744864,796554
796733,-312193,12747728,-4995088,796733
527555,796850,8440880,12749600,796850
-629516,796935,-10072256,12750960,796935
350461,797018,5607376,12752288,797018
-655805,797115,-10492880,12753840,797115
-4030,797377,-64480,12758032,797377
-249744,-797600,-3995904,-12761600,797600
-797638,248627,-12762208,3978032,797638
66364,797824,1061824,12765184,797824
-798018,-621412,-12768288,-9942592,798018
798030,-342218,12768480,-5475488,798030
798180,83651,12770880,1338416,798180
798250,-544532,12772000,-8712512,798250
798274,-782013,12772384,-12512208,798274
-798378,168146,-12774048,2690336,798378
798440,413219,12775040,6611504,798440
739379,798569,11830064,12777104,798569
-717716,798611,-11483456,12777776,798611
196891,798769,3150256,12780304,798769
-204581,798878,-3273296,12782048,798878
-798900,-718755,-12782400,-11500080,798900
-798998,-752677,-12783968,-12042832,798998
799034,-203406,12784544,-3254496,799034
-799088,-793357,-12785408,-12693712,799088
-241149,799195,-3858384,12787120,799195
-799272,561339,-12788352,8981424,799272
499976,-799359,7999616,-12789744,799359
-799390,414877,-12790240,6638032,799390
-593271,-799402,-9492336,-12790432,799402
-433265,-799562,-6932240,-12792992,799562
601578,799726,9625248,12795616,799726
-799849,176737,-12797584,2827792,799849
-799882,-9733,-12798112,-155728,799882
530470,800153,8487520,12802448,800153
800532,-586237,12808512,-9379792,800532
702546,800602,11240736,12809632,800602
-312661,800730,-5002576,12811680,800730
-615445,800814,-9847120,12813024,800814
-800862,487239,-12813792,7795824,800862
446797,801015,7148752,12816240,801015
-594327,801243,-9509232,12819888,801243
801380,488918,12822080,7822688,801380
801402,-209585,12822432,-3353360,801402
-317604,801503,-5081664,12824048,801503
-801742,-249557,-12827872,-3992912,801742
802066,-676239,12833056,-10819824,802066
687228,802128,10995648,12834048,802128
802137,80445,12834192,1287120,802137
-802176,-591674,-12834816,-9466784,802176
802363,-769430,12837808,-12310880,802363
802401,254829,12838416,4077264,802401
-802499,-534915,-12839984,-8558640,802499
632455,802666,10119280,12842656,802666
-476867,802757,-7629872,12844112,802757
-802925,623817,-12846800,9981072,802925
802933,670309,12846928,10724944,802933
-740437,-802944,-11846992,-12847104,802944
802952,-787848,12847232,-12605568,802952
-368255,803143,-5892080,12850288,803143
803307,-720502,12852912,-11528032,803307
803475,4015,12855600,64240,803475
-803483,-414671,-12855728,-6634736,803483
-803713,480449,-12859408,7687184,803713
313347,803728,5013552,12859648,803728
803904,-550730,12862464,-8811680,803904
-803967,-74603,-12863472,-1193648,803967
-804003,726509,-12864048,11624144,804003
804098,-384637,12865568,-6154192,804098
-445433,-804113,-7126928,-12865808,804113
804117,559054,12865872,8944864,804117
-804122,-499823,-12865952,-7997168,804122
-804201,-373288,-12867216,-5972608,804201
804233,-363829,12867728,-5821264,804233
-158069,804377,-2529104,12870032,804377
-804392,124109,-12870272,1985744,804392
70185,-804417,1122960,-12870672,804417
-17357,804489,-277712,12871824,804489
43856,804796,701696,12876736,804796
198142,804797,3170272,12876752,804797
804847,-621966,12877552,-9951456,804847
-177809,804960,-2844944,12879360,804960
672275,805166,10756400,12882656,805166
-395703,805171,-6331248,12882736,805171
-90341,-805182,-1445456,-12882912,805182
-238266,805272,-3812256,12884352,805272
628727,805468,10059632,12887488,805468
-154380,-805489,-2470080,-12887824,805489
638507,806163,10216112,12898608,806163
-806230,283400,-12899680,4534400,806230
-729615,-806238,-11673840,-12899808,806238
335397,-806252,5366352,-12900032,806252
-638029,-806362,-10208464,-12901792,806362
798186,-806419,12770976,-12902704,806419
570387,806420,9126192,12902720,806420
-806462,129657,-12903392,2074512,806462
-624037,-806902,-9984592,-12910432,806902
807039,219266,12912624,3508256,807039
-211097,807202,-3377552,12915232,807202
665370,-807305,10645920,-12916880,807305
-420709,-807472,-6731344,-12919552,807472
271332,807589,4341312,12921424,807589
-726955,-807690,-11631280,-12923040,807690
-807869,-179283,-12925904,-2868528,807869
-808112,-260796,-12929792,-4172736,808112
-808257,-546536,-12932112,-8744576,808257
808320,-427575,12933120,-6841200,808320
-283711,-808479,-4539376,-12935664,808479
-808548,-682232,-12936768,-10915712,808548
213619,808757,3417904,12940112,808757
-808802,-747156,-12940832,-11954496,808802
-808842,808682,-12941472,12938912,808842
-352647,808961,-5642352,12943376,808961
-809074,419041,-12945184,6704656,809074
809103,72893,12945648,1166288,809103
694487,809236,11111792,12947776,809236
494090,809331,7905440,12949296,809331
-220619,809349,-3529904,12949584,809349
444088,-809432,7105408,-12950912,809432
619530,-809532,9912480,-12952512,809532
809691,-555703,12955056,-8891248,809691
-746616,-809924,-11945856,-12958784,809924
-490310,-809974,-7844960,-12959584,809974
809983,595617,12959728,9529872,809983
809993,-97014,12959888,-1552224,809993
-568534,810217,-9096544,12963472,810217
810218,-577904,12963488,-9246464,810218
-810219,-72303,-12963504,-1156848,810219
810251,-592825,12964016,-9485200,810251
281121,-810343,4497936,-12965488,810343
732858,-810501,11725728,-12968016,810501
-810519,-157584,-12968304,-2521344,810519
810740,-767738,12971840,-12283808,810740
810870,-454804,12973920,-7276864,810870
-329908,-811234,-5278528,-12979744,811234
-110528,-811333,-1768448,-12981328,811333
811448,-800350,12983168,-12805600,811448
-811456,117553,-12983296,1880848,811456
-373395,-811476,-5974320,-12983616,811476
795151,811491,12722416,12983856,811491
-811525,-811069,-12984400,-12977104,811525
811820,517165,12989120,8274640,811820
642663,811867,10282608,12989872,811867
515545,811954,8248720,12991264,811954
283594,812057,4537504,12992912,812057
-483261,-812059,-7732176,-12992944,812059
756099,812179,12097584,12994864,812179
812286,-91900,12996576,-1470400,812286
812381,524035,12998096,8384560,812381
-812425,168990,-12998800,2703840,812425
-812502,160510,-13000032,2568160,812502
611380,812566,9782080,13001056,812566
812607,140946,13001712,2255136,812607
541847,-812725,8669552,-13003600,812725
812774,207370,13004384,3317920,812774
812849,448298,13005584,7172768,812849
-812903,302208,-13006448,4835328,812903
-813038,-484905,-13008608,-7758480,813038
-813087,-537146,-13009392,-8594336,813087
478375,-813106,7654000,-13009696,813106
-813118,810893,-13009888,12974288,813118
734503,-813169,11752048,-13010704,813169
-813200,-490628,-13011200,-7850048,813200
288745,-813230,4619920,-13011680,813230
813238,668677,13011808,10698832,813238
538554,813316,8616864,13013056,813316
-109996,813429,-1759936,13014864,813429
813450,-638558,13015200,-10216928,813450
-813530,565803,-13016480,9052848,813530
-813549,35005,-13016784,560080,813549
-280347,-813595,-4485552,-13017520,813595
-813728,-565917,-13019648,-9054672,813728
814066,17418,13025056,278688,814066
-415071,814179,-6641136,13026864,814179
-814307,-198815,-13028912,-3181040,814307
-814359,-802094,-13029744,-12833504,814359
814378,91195,13030048,1459120,814378
-353789,-814382,-5660624,-13030112,814382
210658,-814560,3370528,-13032960,814560
-648653,814962,-10378448,13039392,814962
-815179,-192555,-13042864,-3080880,815179
770653,-815253,12330448,-13044048,815253
-815399,-420979,-13046384,-6735664,815399
-460,-815535,-7360,-13048560,815535
815553,-166045,13048848,-2656720,815553
-815686,544940,-13050976,8719040,815686
671559,815739,10744944,13051824,815739
815769,212681,13052304,3402896,815769
815942,-541093,13055072,-8657488,815942
813871,-816497,13021936,-13063952,816497
-288124,816514,-4609984,13064224,816514
-816774,474866,-13068384,7597856,816774
66238,-816938,1059808,-13071008,816938
816987,572169,13071792,9154704,816987
817134,712629,13074144,11402064,817134
364677,817317,5834832,13077072,817317
-126621,817363,-2025936,13077808,817363
-817402,526464,-13078432,8423424,817402
817605,690934,13081680,11054944,817605
817645,-144424,13082320,-2310784,817645
817645,-277683,13082320,-4442928,817645
571530,817673,9144480,13082768,817673
264564,-817677,4233024,-13082832,817677
817871,-737950,13085936,-11807200,817871
-817884,304612,-13086144,4873792,817884
-817945,269350,-13087120,4309600,817945
-568228,-818032,-9091648,-13088512,818032
-818070,441592,-13089120,7065472,818070
-818154,77203,-13090464,1235248,818154
-110233,-818166,-1763728,-13090656,818166
536392,-818362,8582272,-13093792,818362
8006,818626,128096,13098016,818626
-818760,-366764,-13100160,-5868224,818760
-819122,754892,-13105952,12078272,819122
-819251,-638707,-13108016,-10219312,819251
-613908,-819324,-9822528,-13109184,819324
337751,-819753,5404016,-13116048,819753
819856,73464,13117696,1175424,819856
221666,820003,3546656,13120048,820003
-820062,-419609,-13120992,-6713744,820062
594496,820099,9511936,13121584,820099
-820100,451737,-13121600,7227792,820100
820367,106981,13125872,1711696,820367
820462,-605713,13127392,-9691408,820462
304389,820472,4870224,13127552,820472
820587,-6746,13129392,-107936,820587
820622,-800576,13129952,-12809216,820622
-440425,-820649,-7046800,-13130384,820649
820688,-36956,13131008,-591296,820688
820848,654443,13133568,10471088,820848
607987,820917,9727792,13134672,820917
820981,363702,13135696,5819232,820981
821179,142162,13138864,2274592,821179
821202,572943,13139232,9167088,821202
86929,-821254,1390864,-13140064,821254
-691290,-821269,-11060640,-13140304,821269
136243,-821359,2179888,-13141744,821359
821667,-433183,13146672,-6930928,821667
102890,821693,1646240,13147088,821693
821730,598458,13147680,9575328,821730
-465953,-821764,-7455248,-13148224,821764
55552,-821828,888832,-13149248,821828
702471,-821924,11239536,-13150784,821924
624272,822039,9988352,13152624,822039
-499726,-822338,-7995616,-13157408,822338
822355,-147197,13157680,-2355152,822355
822414,-795720,13158624,-12731520,822414
625553,822520,10008848,13160320,822520
-822624,-546327,-13161984,-8741232,822624
822680,646583,13162880,10345328,822680
543756,-822712,8700096,-13163392,822712
-149793,823096,-2396688,13169536,823096
-709974,823185,-11359584,13170960,823185
-133534,-823291,-2136544,-13172656,823291
-189751,823341,-3036016,13173456,823341
823467,-647267,13175472,-10356272,823467
-100713,823563,-1611408,13177008,823563
363217,-823713,5811472,-13179408,823713
537175,-823789,8594800,-13180624,823789
823789,-49161,13180624,-786576,823789
339851,-823882,5437616,-13182112,823882
824028,-369944,13184448,-5919104,824028
376482,-824169,6023712,-13186704,824169
-824192,634466,-13187072,10151456,824192
741372,-824352,11861952,-13189632,824352
-705165,-824458,-11282640,-13191328,824458
-350915,-824548,-5614640,-13192768,824548
-537135,-824593,-8594160,-13193488,824593
592178,-824644,9474848,-13194304,824644
-505651,824819,-8090416,13197104,824819
-173961,-825038,-2783376,-13200608,825038
426965,825147,6831440,13202352,825147
437386,825150,6998176,13202400,825150
825249,459504,13203984,7352064,825249
62653,825322,1002448,13205152,825322
408295,-825333,6532720,-13205328,825333
825890,254085,13214240,4065360,825890
133536,-826028,2136576,-13216448,826028
-448028,-826085,-7168448,-13217360,826085
271080,826089,4337280,13217424,826089
-508947,-826170,-8143152,-13218720,826170
826347,13711,13221552,219376,826347
826559,279869,13224944,4477904,826559
-273503,826576,-4376048,13225216,826576
826780,692389,13228480,11078224,826780
-111284,-826864,-1780544,-13229824,826864
-691059,-826918,-11056944,-13230688,826918
32319,826956,517104,13231296,826956
821736,-827262,13147776,-13236192,827262
827283,-571813,13236528,-9149008,827283
-263880,-827342,-4222080,-13237472,827342
827364,-114522,13237824,-1832352,827364
702768,827467,11244288,13239472,827467
-565814,827475,-9053024,13239600,827475
827515,465456,13240240,7447296,827515
-827615,-383134,-13241840,-6130144,827615
-827781,-132624,-13244496,-2121984,827781
827792,461030,13244672,7376480,827792
